n,z,positronEmission(keV)
134,89,-430.1879
135,89,386.3174
136,89,-1377.7364
137,89,-380.37260000000003
138,89,-2349.9467
139,89,-1067.538
140,89,-2894.0244
141,89,-1699.9173999999998
142,89,-3475.6329
143,89,-2364.53
144,89,-4048.0222
145,89,-3111.4326
146,89,-4794.9978
118,90,4905.189
119,90,6528.0022
120,90,4273.4442
121,90,5710.9133
122,90,3789.2886
123,90,4957.0803
124,90,3239.6620999999996
125,90,3868.8855000000003
126,90,1126.8028
127,90,2481.4611999999997
128,90,493.9041000000001
129,90,1871.2289999999998
130,90,-76.21529999999996
131,90,1386.8795
132,90,-440.7563
133,90,538.3493
134,90,-1260.565
135,90,-349.11
136,90,-2133.5495
137,90,-1066.7537
138,90,-3145.7523
139,90,-2126.4169
140,90,-3997.8723
141,90,-2969.0403
142,90,-4729.7109
143,90,-3598.3928
144,90,-5250.2342
145,90,-4361.4042
146,90,-5987.7929
147,90,-5086.9978
120,91,7153.8318
121,91,8463.6388
122,91,6512.0887999999995
123,91,7742.9652
124,91,5861.1059
125,91,6503.2638
126,91,3826.9701999999997
127,91,5260.8234
128,91,3098.4456
129,91,4566.8616999999995
130,91,2413.0134
131,91,3839.3242
132,91,1930.2145999999998
133,91,2844.7727
134,91,1024.4495000000002
135,91,1813.9526
136,91,3.613899999999944
137,91,1130.7015000000001
138,91,-710.6668
139,91,289.0335000000001
140,91,-1413.4705
141,91,-522.159
142,91,-2264.2298
143,91,-1296.086
144,91,-2750.8509
145,91,-1943.2455
146,91,-3449.4714
147,91,-2652.9978
148,91,-4183.9978
123,92,6062.7769
124,92,4220.633
125,92,4894.0022
126,92,2223.0890999999997
127,92,3690.732
128,92,1713.0022
129,92,3123.0612
130,92,1186.4751
131,92,2685.6659
132,92,858.3415000000001
133,92,1993.3631999999998
134,92,273.19999999999993
135,92,1192.6650999999997
136,92,-725.5958
137,92,291.77380000000005
138,92,-1580.524
139,92,-640.384
140,92,-2359.1012
141,92,-1592.2971
142,92,-3215.9083
143,92,-2392.1162
144,92,-3911.3708
145,92,-3159.4883
146,92,-4608.3089
147,92,-3786.9978
148,92,-5316.9978
149,92,-4564.9978
126,93,5118.9998
127,93,6440.0022
128,93,4368.0022
129,93,5979.8094
130,93,3591.3068000000003
131,93,5267.5594
132,93,3224.0990999999995
133,93,4466.0814
134,93,2511.987
135,93,3583.0022
136,93,1568.7599
137,93,2599.6007999999997
138,93,795.7369
139,93,1728.0022
140,93,7.421899999999937
141,93,787.8484
142,93,-897.7359
143,93,-88.48619999999994
144,93,-1540.5316
145,93,-875.1326
146,93,-2283.6612
147,93,-1421.2663
148,93,-2903.9978
149,93,-2224.9978
150,93,-3695.9978
127,94,4997.0022
128,94,2763.0022
129,94,4440.0022
130,94,2226.0022
131,94,3660.0022
132,94,1791.0022
133,94,3169.0022
134,94,1261.0022
135,94,2571.5484
136,94,673.5565
137,94,1662.8926999999999
138,94,-20.997799999999984
139,94,1081.3069
140,94,-626.8171
141,94,117.30430000000013
142,94,-1498.5832
143,94,-801.9348
144,94,-2313.4469
145,94,-1744.7827
146,94,-3212.9073000000003
147,94,-2381.9978
148,94,-3721.9978
149,94,-3072.9978
150,94,-4455.9978
151,94,-3693.9978
128,95,5557.0022
129,95,6958.0022
130,95,5068.0022
131,95,6318.0022
132,95,4388.0022
133,95,5720.0022
134,95,3763.4920999999995
135,95,4918.0022
136,95,3079.0022
137,95,4037.0022
138,95,2211.0022
139,95,3090.0022
140,95,1420.2579999999998
141,95,2117.0022
142,95,456.0022
143,95,1236.2752999999998
144,95,-219.85759999999993
145,95,362.79239999999993
146,95,-1042.7777
147,95,-270.8605
148,95,-1601.5537
149,95,-948.8835
150,95,-2299.7537
151,95,-1422.9978
152,95,-3078.9978
135,96,3838.0022
136,96,1891.0022
137,96,2986.0022
138,96,1239.0022
139,96,2367.0022
140,96,790.0022
141,96,1655.0022
142,96,1.7839999999999918
143,96,734.6043000000001
144,96,-807.8851
145,96,-254.56319999999994
146,96,-1686.3123
147,96,-1015.0676
148,96,-2449.2978
149,96,-1917.8907
150,96,-3398.9978
151,96,-2641.9978
152,96,-4191.9978
153,96,-3374.9978
136,97,4456.0022
137,97,5651.0022
138,97,3735.0022
139,97,4667.0022
140,97,2941.0022
141,97,3749.0022
142,97,2081.0022
143,97,2918.0022
144,97,1257.0022
145,97,1926.0022
146,97,485.6958000000001
147,97,1239.9924
148,97,-212.7459
149,97,328.0022
150,97,-1065.5819
151,97,-283.6929
152,97,-1926.3608
153,97,-1059.5798
154,97,-2441.9978
155,97,-1542.9978
139,98,3706.0022
140,98,2039.0022
141,98,2930.0022
142,98,1302.0022
143,98,2324.0022
144,98,613.0022
145,98,1278.0022
146,98,-257.7269
147,98,549.3777000000001
148,98,-898.6819
149,98,-402.1267
150,98,-1915.0992999999999
151,98,-1145.5978
152,98,-2803.6674
153,98,-2114.9978
154,98,-3521.9978
155,98,-2648.9978
156,98,-4073.9978
140,99,4407.0022
141,99,5215.0022
142,99,3545.0022
143,99,4392.0022
144,99,2735.0022
145,99,3525.0022
146,99,1908.0022
147,99,2706.5762999999997
148,99,1447.0027999999998
149,99,2039.0022
150,99,430.0022
151,99,1033.0022
152,99,-645.4318000000001
153,99,238.00220000000002
154,99,-1313.0731
155,99,-369.24170000000004
156,99,-1741.9978
157,99,-877.9978
141,100,4305.0022
142,100,2576.0022
143,100,3547.0022
144,100,1916.0022
145,100,2855.0022
146,100,1350.3869999999997
147,100,2072.0022
148,100,577.0022
149,100,1322.0022
150,100,-174.99779999999998
151,100,425.2632
152,100,-1499.9976
153,100,-686.9355
154,100,-2113.6278
155,100,-1310.7694999999999
156,100,-2721.9978
157,100,-1834.9978
158,100,-3297.9978
143,101,5612.0022
144,101,4111.0022
145,101,4902.0022
146,101,3241.0022
147,101,4028.0022
148,101,2639.8113
149,101,3304.9498000000003
150,101,1985.9427999999998
151,101,2628.5097
152,101,805.0022
153,101,1528.0022
154,101,19.605899999999906
155,101,949.0022
156,101,-619.6631
157,101,242.00220000000002
158,101,-1161.9978
159,101,-237.99779999999998
146,102,2719.0022
147,102,3584.0022
148,102,2145.0022
149,102,2860.0022
150,102,1382.2545
151,102,2164.0022
152,102,249.00220000000002
153,102,947.8670000000001
154,102,-654.9978
155,102,232.59450000000004
156,102,-1234.9978
157,102,-506.9978
158,102,-1961.9978
159,102,-1144.9978
160,102,-2587.9978
148,103,3959.0022
149,103,4644.0022
150,103,3142.7774
151,103,3900.5775000000003
152,103,2113.3738
153,103,2901.5595
154,103,1396.0022
155,103,2282.0022
156,103,749.0022
157,103,1645.0022
158,103,80.00220000000002
159,103,982.0022
160,103,-481.9978
161,103,342.0022
149,104,4096.0022
150,104,2533.0022
151,104,3360.0022
152,104,1453.3914999999997
153,104,2179.0022
154,104,540.0022
155,104,1494.0022
156,104,-150.99779999999998
157,104,739.0022
158,104,-734.9978
159,104,65.00220000000002
160,104,-1321.9978
161,104,-564.9978
162,104,-2547.9978
150,105,4243.0022
151,105,5054.0022
152,105,3265.8990999999996
153,105,4141.3673
154,105,2602.0022
155,105,3503.0022
156,105,1968.0022
157,105,2839.0022
158,105,1331.0022
159,105,2165.0022
160,105,670.0022
161,105,1582.0022
162,105,-451.9978
163,105,562.0022
152,106,2766.0022
153,106,3506.0022
154,106,1853.0022
155,106,2675.0022
156,106,1094.0022
157,106,2063.0022
158,106,499.0022
159,106,1390.0022
160,106,-144.99779999999998
161,106,770.0022
162,106,-1281.9978
163,106,-477.9978
164,106,-1987.9978
153,107,5554.0022
154,107,4052.4074
155,107,4861.0485
156,107,3279.0022
157,107,4153.0022
158,107,2579.0022
159,107,3465.0022
160,107,1936.0022
161,107,2885.0022
162,107,763.0022
163,107,1777.0022
164,107,220.00220000000002
165,107,1245.0022
166,107,-258.9978
155,108,4160.0022
156,108,2583.0022
157,108,3483.0022
158,108,2014.0022
159,108,2871.0022
160,108,1239.0022
161,108,1994.0022
162,108,-139.99779999999998
163,108,810.0022
164,108,-804.9978
165,108,62.002200000000016
166,108,-1377.9978
167,108,-309.9978
168,108,-1786.9978
169,108,-746.9978
170,108,-2171.9978
156,109,4702.0022
157,109,5511.0088
158,109,4111.0022
159,109,5161.0022
160,109,3785.0022
161,109,4575.0022
162,109,2387.0022
163,109,3455.0022
164,109,1993.0022
165,109,2821.0022
166,109,1253.0022
167,109,2105.0022
168,109,611.0022
169,109,1525.0022
170,109,63.002200000000016
171,109,1068.0022
157,110,5067.0022
158,110,3475.0022
159,110,4513.0022
160,110,2951.0022
161,110,3831.0022
162,110,1579.0022
163,110,2481.0022
164,110,926.0022
165,110,1877.0022
166,110,205.00220000000002
167,110,1062.0022
168,110,-537.9978
169,110,417.0022
170,110,-1211.9978
171,110,-148.99779999999998
172,110,-1686.9978
161,111,5668.0022
162,111,3578.0022
163,111,4393.0022
164,111,2707.0022
165,111,3825.0022
166,111,2293.0022
167,111,3248.0022
168,111,1675.0022
169,111,2544.0022
170,111,1038.0022
171,111,1930.0022
172,111,528.0022
173,111,1488.0022
164,112,1952.0022
165,112,2903.0022
166,112,1299.0022
167,112,2277.0022
168,112,746.0022
169,112,1592.0022
170,112,62.002200000000016
171,112,935.0022
172,112,-576.9978
173,112,335.0022
174,112,-1082.9978
165,113,5166.0022
166,113,3417.0022
167,113,4563.0022
168,113,2841.0022
169,113,3881.0022
170,113,2204.0022
171,113,3154.0022
172,113,1660.0022
173,113,2485.0022
174,113,1063.0022
175,113,2017.0022
170,114,1166.0022
171,114,2142.0022
172,114,627.0022
173,114,1452.0022
174,114,-74.99779999999998
175,114,893.0022
176,114,-605.9978
172,115,2797.0022
173,115,3727.0022
174,115,2195.0022
175,115,3039.0022
176,115,1658.0022
173,116,2752.0022
174,116,1214.0022
175,116,2042.0022
176,116,511.0022
174,117,3387.0022
175,117,4466.0022
176,117,2838.0022
175,118,3352.0022
176,118,1901.0022
